title,type,country,rating,duration,listed_in,description,description_length,description_word_count,descr_polarity,descr_subjectivity
Luccas Neto in: The End of Christmas,Movie,Brazil,0.0,71,"Children & Family Movies, Comedies, Music & Musicals","To save Christmas, Luccas and Gi head to the North Pole and are recruited by Santa Claus to find all the gifts that have mysteriously disappeared.",146,26,0.0,1.0
Lucha: Playing the Impossible,Movie,Argentina,0.0,98,"Documentaries, International Movies, Sports Movies","Known simply as ""Lucha,"" field hockey player Luciana Aymar shares her tumultuous and triumphant journey to become the best in the world.",136,22,0.5,0.32857142857142857
Luciano Mellera: Infantiloide,Movie,Argentina,0.0,66,Stand-Up Comedy,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.,147,19,0.25,0.5
Lucid Dream,Movie,South Korea,1.0,102,"International Movies, Sci-Fi & Fantasy, Thrillers","After searching for his abducted son for three years, a devastated father attempts to track down his missing child through lucid dreams.",136,22,-0.1777777777777778,0.16944444444444445
Lucifer,TV Show,United States,0.0,5,"Crime TV Shows, TV Comedies, TV Dramas","Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.",147,26,-0.5,1.0
Luck by Chance,Movie,India,0.0,156,"Dramas, International Movies, Romantic Movies","When Vikram gets tapped to play the male lead in a Bollywood film, he can't believe his luck. But it may ruin his relationship with his girlfriend.",147,27,0.0,0.1
Luckee,Movie,India,0.0,113,"Comedies, International Movies, Romantic Movies","When his friends make a bet that he can woo his college crush, a lovesick student named Luckee struggles between satisfying his heart and hormones.",147,25,0.5,1.0
Lucknow Central,Movie,India,0.0,144,"Dramas, International Movies, Music & Musicals","After being arrested for a crime he didn't commit, an aspiring musician teams up with some of his inmates at Lucknow Central to form a band.",140,26,0.0,0.25
Lucky Days,TV Show,China,0.0,1,"International TV Shows, Romantic TV Shows, TV Comedies","When laidback Ren, who is about to divorce his money-crazy wife, finds a time-traveling computer, he decides to use it to reboot his marriage.",142,24,0.0,0.0
Lucky: No Time for Love,Movie,India,0.0,131,"Dramas, International Movies, Romantic Movies","During an uprising in Russia's St. Petersburg, teen girl Lucky meets handsome Aditya, the Indian ambassador's son, and together they flee the chaos.",148,23,0.27777777777777773,0.6111111111111112
Ludo,Movie,India,1.0,150,"Comedies, Dramas, International Movies","From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",151,26,-0.13333333333333333,0.55
Lugar de Mulher,TV Show,Brazil,1.0,1,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","Four comedians from Brazil riff on sexuality, politics, religion and motherhood – and set out to prove a woman's place is anywhere she wants it to be.",150,27,0.2,0.1
Luis Miguel - The Series,TV Show,Mexico,1.0,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas","This series dramatizes the life story of Mexican superstar singer Luis Miguel, who has captivated audiences in Latin America and beyond for decades.",148,23,0.0,0.0
Luka Chuppi,Movie,India,0.0,125,"Comedies, International Movies, Romantic Movies","Pretending to marry in order to cohabitate, a small-town couple lands in endless awkward situations to hide the truth from their orthodox families.",147,23,-0.30833333333333335,0.7833333333333333
Luna Nera,TV Show,Italy,1.0,1,"International TV Shows, Romantic TV Shows, TV Dramas","In 17th-century Italy, a teenager learns about her destiny among a family of witches, just as her boyfriend's father hunts her down for witchcraft.",147,24,-0.15555555555555559,0.2888888888888889
Luna Petunia,TV Show,United States,0.0,3,Kids' TV,"With help from her magic toy chest, fun-loving Luna Petunia enters the fantastic land of Amazia, where adventures, friendship and learning await.",145,22,0.45,0.95
Luna Petunia: Return to Amazia,TV Show,"Canada, United States",0.0,2,Kids' TV,"Luna Petunia returns to magical Amazia, adding memories to her scrapbook with old friends – and a new pal from the Animal Empire.",129,23,0.24545454545454545,0.5515151515151515
Lunatics,TV Show,Australia,1.0,1,"International TV Shows, TV Comedies",This mockumentary series follows the peculiar lives of six eccentric – and sometimes obscene – misfits who march to their own beat.,131,22,0.3,0.75
Luo Bao Bei,TV Show,"China, United Kingdom",0.0,1,"British TV Shows, Kids' TV","A bright and spirited seven-year-old girl uses her vivid, dreamlike imagination to navigate everyday adventures alongside her real and imaginary BFFs.",150,21,0.265,0.6900000000000001
Lupin,TV Show,United States,1.0,1,"Crime TV Shows, International TV Shows, TV Action & Adventure","Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",149,25,0.5,1.0
Lupin the 3rd: The Castle of Cagliostro: Special Edition,Movie,Japan,0.0,100,"Action & Adventure, Anime Features, Classic Movies","Lupin, his sidekick, Jigen, and the samurai warrior Goemon set out to take over an evil counterfeit operation at Count Cagliostro's fortress.",141,22,-1.0,1.0
Lupt,Movie,India,0.0,110,"Horror Movies, International Movies, Thrillers","Haunted by disturbing visions, a workaholic takes a vacation with his family, but a detour leads them to an unsettling stranger and chilling events.",148,24,-0.5,0.7999999999999999
Lusers,Movie,"Argentina, Chile, Peru",1.0,100,"Comedies, International Movies, Sports Movies",Three men from different nations must find their way out of the Amazon jungle – on foot – when they get lost on the way to Brazil's World Cup Final.,148,30,0.0,0.8
Lust Stories,Movie,India,1.0,121,"Comedies, Dramas, International Movies","In the companion to 2013's ""Bombay Talkies,"" four short films by four of India's biggest directors explore love, sex and relationships in modern India.",151,24,0.2333333333333333,0.39999999999999997
Luv Shuv Tey Chicken Khurana,Movie,India,0.0,129,"Comedies, International Movies, Romantic Movies","Fleeing London to evade a gangland debt collector, Omi Khurana returns to his native village in India, passing himself off as a successful lawyer.",146,24,0.75,0.95
Lynne Koplitz: Hormonal Beast,Movie,United States,1.0,51,Stand-Up Comedy,"Unabashed comedian Lynne Koplitz offers a woman's take on being crazy, the benefits of childlessness and the three things all men really want.",142,23,-0.09999999999999999,0.3666666666666667
Ma Chu Ka,Movie,India,0.0,117,"International Movies, Thrillers",The relationship between a journalist and a lawyer she meets while investigating a story grows complicated as she uncovers layers of deception.,143,22,-0.5,1.0
Ma Rainey's Black Bottom,Movie,United States,1.0,94,"Dramas, Music & Musicals","Tensions and temperatures rise at a Chicago music studio in 1927 when fiery, fearless blues singer Ma Rainey joins her band for a recording session.",148,25,0.0,0.0
Ma Rainey's Black Bottom: A Legacy Brought to Screen,Movie,,0.0,32,"Documentaries, Music & Musicals","Viola Davis, Denzel Washington, George C. Wolfe and more share the heart, soul and history that brought August Wilson’s timeless play to the screen.",148,24,0.5,0.5
Maacher Jhol,Movie,"India, France",0.0,107,"Dramas, International Movies","On his first visit to his home city of Kolkata in 13 years, a Paris-based chef is faced with a cooking challenge that will change his life forever.",147,28,0.25,0.3333333333333333
Mac & Devin Go to High School,Movie,United States,1.0,76,Comedies,"Devin Overstreet may be the class valedictorian, but he hasn't had much life experience. Enter Mac Johnson, a 10th-year senior and weed dealer.",143,23,0.2,0.2
Macchli Jal Ki Rani Hai,Movie,India,1.0,118,"Horror Movies, International Movies","After relocating to a different town with her husband, a housewife begins to sense the existence of a mysterious presence in their new house.",141,24,0.04545454545454545,0.6848484848484849
Machete Kills,Movie,"United States, Russia",1.0,108,Action & Adventure,Killer-for-hire Machete cuts a deal with the U.S. president to stop a nuclear missile attack but discovers a much larger conspiracy.,132,21,0.0,0.5
Macho,Movie,Mexico,1.0,101,"Comedies, International Movies, LGBTQ Movies",A famous designer who's always pretended to be gay finds himself in crisis mode when threatened with exposure as the woman-chasing straight guy he is.,150,25,0.37222222222222223,0.6611111111111111
Mad Max,Movie,"Australia, United States",1.0,93,"Action & Adventure, Classic Movies, Cult Movies","In a post-apocalyptic future, a malicious gang murders Max's family as an act of retaliation, forcing Max to hit the open road seeking vengeance.",145,24,0.0,0.3125
Mad Men,TV Show,United States,0.0,7,TV Dramas,"Set in 1960s New York City, this award-winning series takes a peek inside an ad agency during an era when the cutthroat business had a glamorous lure.",150,27,0.13636363636363635,0.45454545454545453
Mad Money,Movie,United States,0.0,99,Comedies,A woman joins the janitorial staff of the Federal Reserve Bank and conspires with two co-workers to pilfer old money that's scheduled to be destroyed.,150,25,0.1,0.2
Mad Ron's Prevues from Hell,Movie,United States,0.0,84,"Cult Movies, Horror Movies","This collection cherry-picks trailers, forgotten scenes and poster art from 47 gory oldies, including Bay of Blood and The Blood Spattered Bride.",145,22,-0.5,1.0
Mad World,Movie,Hong Kong,1.0,102,"Dramas, International Movies","A stockbroker struggling with bipolar disorder goes to live with his estranged father in a cramped flat, where old resentments bubble to the surface.",149,24,0.07045454545454545,0.27499999999999997
Madaari,Movie,India,0.0,134,"Dramas, Independent Movies, International Movies","A bridge under construction collapses in Mumbai, killing a man's family and launching him on a crusade to bring those responsible to justice.",141,23,0.2,0.55
Madagascar: Escape 2 Africa,Movie,United States,0.0,91,"Children & Family Movies, Comedies","A botched rescue strands Alex the lion and his companions in Africa. Sadly, Alex discovers he has little in common with the locals.",131,23,-0.32916666666666666,0.6666666666666666
Madam Secretary,TV Show,United States,0.0,6,TV Dramas,"When a highly capable woman becomes secretary of state, she struggles to find balance between the demands of world politics and those of her family.",148,25,0.2,0.4
Maddman: The Steve Madden Story,Movie,United States,1.0,78,Documentaries,This documentary chronicles the rise of the footwear designer behind a billion-dollar empire and his subsequent comeback after a financial scandal.,147,21,-0.1,0.1875
Made in China,Movie,India,1.0,128,"Comedies, Dramas, International Movies","After a trip to China, a struggling entrepreneur returns to India as the supplier of an illegal aphrodisiac — but all he ends up stimulating is chaos.",150,27,-0.5,0.5
Made in Mexico,TV Show,United States,1.0,1,"International TV Shows, Reality TV, Spanish-Language TV Shows","These Mexico City socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles.",146,24,-0.2,0.5
